Mineprep:0.5 | 时间戳1779623115.5028656,中文,English,繁體中文,,,"② *生成器过滤类型{1:'👤', 2:'🟩' , 3:'🟥', 4:'🟨', 5:'🌊', 6:'📸', 7:'💡', 8:'👪', 9:'✨', 10:'🧱', 11:'𝓕', 12:'🔧'}",<2:放置生物>,<2:Mobs>,<2:放置生物>,,,,③,<3:预设素材>,<3:Preset>,<3:預設素材>,,,④,<4:附加组件>,<4:Attach>,<4:附加組件>,,,⑤,<5:枚举选项>,<5:Enum Options>,<5:枚舉選項>,,,,⑥,<6:放置方块>,<6:Blocks>,<6:放置方塊>,,,,⑦,<7:放置物品>,<7:Items>,<7:放置物品>
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木栅栏门 [打开],jungle_fence_gate_open,叢林木閘門 (叢林木柵欄門) [打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木栅栏门 [墙上],jungle_fence_gate_wall,叢林木閘門 (叢林木柵欄門) [牆上],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木栅栏门 [墙上打开],jungle_fence_gate_wall_open,叢林木閘門 (叢林木柵欄門) [牆上打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木栅栏 [物品栏],jungle_fence_inventory,叢林木欄杆 (叢林木柵欄) [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木栅栏 [柱],jungle_fence_post,叢林木欄杆 (叢林木柵欄) [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木栅栏 [侧面],jungle_fence_side,叢林木欄杆 (叢林木柵欄) [側面],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,悬挂式丛林木告示牌,jungle_hanging_sign,叢林木吊牌 (懸掛式叢林木告示牌),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,丛林树叶,jungle_leaves,叢林木樹葉,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,丛林原木,jungle_log,叢林木原木,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,丛林原木 [横置],jungle_log_horizontal,叢林木原木 [橫置],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,丛林木板,jungle_planks,叢林木板 (叢林木材),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木压力板,jungle_pressure_plate,叢林木壓力板,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木压力板 [按下],jungle_pressure_plate_down,叢林木壓力板 [按下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,丛林树苗,jungle_sapling,叢林木樹苗,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木架子,jungle_shelf,叢林木架子,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木架子 [中间],jungle_shelf_center,叢林木架子 [中間],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木架子 [物品栏],jungle_shelf_inventory,叢林木架子 [物品欄],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木架子 [左],jungle_shelf_left,叢林木架子 [左],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木架子 [右],jungle_shelf_right,叢林木架子 [右],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木架子 [未连接],jungle_shelf_unconnected,叢林木架子 [未連接],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木架子 [未充能],jungle_shelf_unpowered,叢林木架子 [未充能],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木告示牌,jungle_sign,叢林木指示牌 (叢林木告示牌),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木台阶,jungle_slab,叢林木半磚,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木台阶 [顶部],jungle_slab_top,叢林木半磚 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木楼梯,jungle_stairs,叢林木樓梯 (叢林木階梯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木楼梯 [内角],jungle_stairs_inner,叢林木樓梯 (叢林木階梯) [內角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木楼梯 [外角],jungle_stairs_outer,叢林木樓梯 (叢林木階梯) [外角],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木活板门 [底部],jungle_trapdoor_bottom,叢林木地板門 [底部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木活板门 [打开],jungle_trapdoor_open,叢林木地板門 [打開],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,丛林木活板门 [顶部],jungle_trapdoor_top,叢林木地板門 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,丛林木,jungle_wood,叢林木 (叢林木塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,海带,kelp,海帶,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🌊,海带植株,kelp_plant,海帶植株,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,梯子,ladder,梯 (梯子),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,灯笼,lantern,燈籠,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,灯笼 [hanging],lantern_hanging,燈籠 [hanging],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟩,青金石块,lapis_block,青金石磚 (青金石方塊),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,青金石矿石,lapis_ore,青金石礦,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩💡,大型紫晶芽,large_amethyst_bud,大型紫晶芽 (大型紫水晶芽),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,大型蕨 [底部],large_fern_bottom,大型蕨 (大型蕨類) [底部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,大型蕨 [顶部],large_fern_top,大型蕨 (大型蕨類) [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,💡,熔岩,lava,熔岩,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,装有熔岩的炼药锅,lava_cauldron,裝熔岩嘅鍋 (裝熔岩的鍋釜),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,💡,落叶堆 [1层],leaf_litter_1,落葉堆 [1層],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,💡,落叶堆 [2层],leaf_litter_2,落葉堆 [2層],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,💡,落叶堆 [3层],leaf_litter_3,落葉堆 [3層],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,💡,落叶堆 [4层],leaf_litter_4,落葉堆 [4層],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,树叶,leaves,樹葉,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,讲台,lectern,講台,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,拉杆,lever,拉桿 (控制桿),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,拉杆 [激活],lever_on,拉桿 (控制桿) [激活],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,避雷针,lightning_rod,避雷針,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,避雷针 [激活],lightning_rod_on,避雷針 [激活],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [00],light_00,光 (光源) [00],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [01],light_01,光 (光源) [01],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [02],light_02,光 (光源) [02],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [03],light_03,光 (光源) [03],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [04],light_04,光 (光源) [04],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [05],light_05,光 (光源) [05],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [06],light_06,光 (光源) [06],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [07],light_07,光 (光源) [07],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [08],light_08,光 (光源) [08],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [09],light_09,光 (光源) [09],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [10],light_10,光 (光源) [10],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [11],light_11,光 (光源) [11],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [12],light_12,光 (光源) [12],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [13],light_13,光 (光源) [13],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [14],light_14,光 (光源) [14],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#,光源方块 [15],light_15,光 (光源) [15],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,插上淡蓝色蜡烛的蛋糕,light_blue_candle_cake,插咗淺藍色蠟燭嘅蛋糕 (插上淺藍色蠟燭的蛋糕),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,插上淡蓝色蜡烛的蛋糕 [点亮],light_blue_candle_cake_lit,插咗淺藍色蠟燭嘅蛋糕 (插上淺藍色蠟燭的蛋糕) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡蓝色蜡烛 [four_candles],light_blue_candle_four_candles,淺藍色蠟燭 [four_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡蓝色蜡烛 [点亮],light_blue_candle_four_candles_lit,淺藍色蠟燭 [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡蓝色蜡烛 [one_candle],light_blue_candle_one_candle,淺藍色蠟燭 [one_candle],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡蓝色蜡烛 [点亮],light_blue_candle_one_candle_lit,淺藍色蠟燭 [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡蓝色蜡烛 [three_candles],light_blue_candle_three_candles,淺藍色蠟燭 [three_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡蓝色蜡烛 [点亮],light_blue_candle_three_candles_lit,淺藍色蠟燭 [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡蓝色蜡烛 [two_candles],light_blue_candle_two_candles,淺藍色蠟燭 [two_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡蓝色蜡烛 [点亮],light_blue_candle_two_candles_lit,淺藍色蠟燭 [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色地毯,light_blue_carpet,淺藍色地氈 (淺藍色地毯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色混凝土,light_blue_concrete,淺藍色混凝土,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色混凝土粉末,light_blue_concrete_powder,淺藍色混凝土粉末,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色带釉陶瓦,light_blue_glazed_terracotta,淺藍色釉陶,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟨,淡蓝色潜影盒,light_blue_shulker_box,淺藍色界伏盒,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色染色玻璃,light_blue_stained_glass,淺藍色染色玻璃 (淺藍色玻璃),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色染色玻璃板 [noside],light_blue_stained_glass_pane_noside,淺藍色染色玻璃片 (淺藍色玻璃片) [noside],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色染色玻璃板 [noside_alt],light_blue_stained_glass_pane_noside_alt,淺藍色染色玻璃片 (淺藍色玻璃片) [noside_alt],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色染色玻璃板 [柱],light_blue_stained_glass_pane_post,淺藍色染色玻璃片 (淺藍色玻璃片) [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色染色玻璃板 [侧面],light_blue_stained_glass_pane_side,淺藍色染色玻璃片 (淺藍色玻璃片) [側面],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色染色玻璃板 [side_alt],light_blue_stained_glass_pane_side_alt,淺藍色染色玻璃片 (淺藍色玻璃片) [side_alt],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色陶瓦,light_blue_terracotta,淺藍色陶瓦 (淺藍色陶土),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡蓝色羊毛,light_blue_wool,淺藍色羊毛,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,插上淡灰色蜡烛的蛋糕,light_gray_candle_cake,插咗淺灰色蠟燭嘅蛋糕 (插上淺灰色蠟燭的蛋糕),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,插上淡灰色蜡烛的蛋糕 [点亮],light_gray_candle_cake_lit,插咗淺灰色蠟燭嘅蛋糕 (插上淺灰色蠟燭的蛋糕) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡灰色蜡烛 [four_candles],light_gray_candle_four_candles,淺灰色蠟燭 [four_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡灰色蜡烛 [点亮],light_gray_candle_four_candles_lit,淺灰色蠟燭 [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡灰色蜡烛 [one_candle],light_gray_candle_one_candle,淺灰色蠟燭 [one_candle],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡灰色蜡烛 [点亮],light_gray_candle_one_candle_lit,淺灰色蠟燭 [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡灰色蜡烛 [three_candles],light_gray_candle_three_candles,淺灰色蠟燭 [three_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡灰色蜡烛 [点亮],light_gray_candle_three_candles_lit,淺灰色蠟燭 [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡灰色蜡烛 [two_candles],light_gray_candle_two_candles,淺灰色蠟燭 [two_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,淡灰色蜡烛 [点亮],light_gray_candle_two_candles_lit,淺灰色蠟燭 [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色地毯,light_gray_carpet,淺灰色地氈 (淺灰色地毯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色混凝土,light_gray_concrete,淺灰色混凝土,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色混凝土粉末,light_gray_concrete_powder,淺灰色混凝土粉末,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色带釉陶瓦,light_gray_glazed_terracotta,淺灰色釉陶,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟨,淡灰色潜影盒,light_gray_shulker_box,淺灰色界伏盒,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色染色玻璃,light_gray_stained_glass,淺灰色染色玻璃 (淺灰色玻璃),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色染色玻璃板 [noside],light_gray_stained_glass_pane_noside,淺灰色染色玻璃片 (淺灰色玻璃片) [noside],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色染色玻璃板 [noside_alt],light_gray_stained_glass_pane_noside_alt,淺灰色染色玻璃片 (淺灰色玻璃片) [noside_alt],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色染色玻璃板 [柱],light_gray_stained_glass_pane_post,淺灰色染色玻璃片 (淺灰色玻璃片) [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色染色玻璃板 [侧面],light_gray_stained_glass_pane_side,淺灰色染色玻璃片 (淺灰色玻璃片) [側面],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色染色玻璃板 [side_alt],light_gray_stained_glass_pane_side_alt,淺灰色染色玻璃片 (淺灰色玻璃片) [side_alt],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色陶瓦,light_gray_terracotta,淺灰色陶瓦 (淺灰色陶土),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,淡灰色羊毛,light_gray_wool,淺灰色羊毛,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,轻质测重压力板,light_weighted_pressure_plate,輕質測重壓力板,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,轻质测重压力板 [按下],light_weighted_pressure_plate_down,輕質測重壓力板 [按下],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,丁香 [底部],lilac_bottom,紫丁香 [底部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,丁香 [顶部],lilac_top,紫丁香 [頂部],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,铃兰,lily_of_the_valley,鈴蘭,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,🟩,睡莲,lily_pad,荷葉,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,插上黄绿色蜡烛的蛋糕,lime_candle_cake,插咗淺綠色蠟燭嘅蛋糕 (插上淺綠色蠟燭的蛋糕),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,插上黄绿色蜡烛的蛋糕 [点亮],lime_candle_cake_lit,插咗淺綠色蠟燭嘅蛋糕 (插上淺綠色蠟燭的蛋糕) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,黄绿色蜡烛 [four_candles],lime_candle_four_candles,青綠色蠟燭 (淺綠色蠟燭) [four_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,黄绿色蜡烛 [点亮],lime_candle_four_candles_lit,青綠色蠟燭 (淺綠色蠟燭) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,黄绿色蜡烛 [one_candle],lime_candle_one_candle,青綠色蠟燭 (淺綠色蠟燭) [one_candle],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,黄绿色蜡烛 [点亮],lime_candle_one_candle_lit,青綠色蠟燭 (淺綠色蠟燭) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,黄绿色蜡烛 [three_candles],lime_candle_three_candles,青綠色蠟燭 (淺綠色蠟燭) [three_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,黄绿色蜡烛 [点亮],lime_candle_three_candles_lit,青綠色蠟燭 (淺綠色蠟燭) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,黄绿色蜡烛 [two_candles],lime_candle_two_candles,青綠色蠟燭 (淺綠色蠟燭) [two_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,黄绿色蜡烛 [点亮],lime_candle_two_candles_lit,青綠色蠟燭 (淺綠色蠟燭) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色地毯,lime_carpet,淺綠色地氈 (淺綠色地毯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色混凝土,lime_concrete,淺綠色混凝土,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色混凝土粉末,lime_concrete_powder,淺綠色混凝土粉末,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色带釉陶瓦,lime_glazed_terracotta,淺綠色釉陶,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟨,黄绿色潜影盒,lime_shulker_box,淺綠色界伏盒,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色染色玻璃,lime_stained_glass,淺綠色染色玻璃 (淺綠色玻璃),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色染色玻璃板 [noside],lime_stained_glass_pane_noside,淺綠色染色玻璃片 (淺綠色玻璃片) [noside],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色染色玻璃板 [noside_alt],lime_stained_glass_pane_noside_alt,淺綠色染色玻璃片 (淺綠色玻璃片) [noside_alt],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色染色玻璃板 [柱],lime_stained_glass_pane_post,淺綠色染色玻璃片 (淺綠色玻璃片) [柱],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色染色玻璃板 [侧面],lime_stained_glass_pane_side,淺綠色染色玻璃片 (淺綠色玻璃片) [側面],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色染色玻璃板 [side_alt],lime_stained_glass_pane_side_alt,淺綠色染色玻璃片 (淺綠色玻璃片) [side_alt],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色陶瓦,lime_terracotta,淺綠色陶瓦 (淺綠色陶土),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,黄绿色羊毛,lime_wool,淺綠色羊毛,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,磁石,lodestone,磁石,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,织布机,loom,織布機 (紡織機),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,插上品红色蜡烛的蛋糕,magenta_candle_cake,插咗紫紅色蠟燭嘅蛋糕 (插上洋紅色蠟燭的蛋糕),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,插上品红色蜡烛的蛋糕 [点亮],magenta_candle_cake_lit,插咗紫紅色蠟燭嘅蛋糕 (插上洋紅色蠟燭的蛋糕) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,品红色蜡烛 [four_candles],magenta_candle_four_candles,紫紅色蠟燭 (洋紅色蠟燭) [four_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,品红色蜡烛 [点亮],magenta_candle_four_candles_lit,紫紅色蠟燭 (洋紅色蠟燭) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,品红色蜡烛 [one_candle],magenta_candle_one_candle,紫紅色蠟燭 (洋紅色蠟燭) [one_candle],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,品红色蜡烛 [点亮],magenta_candle_one_candle_lit,紫紅色蠟燭 (洋紅色蠟燭) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,品红色蜡烛 [three_candles],magenta_candle_three_candles,紫紅色蠟燭 (洋紅色蠟燭) [three_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,品红色蜡烛 [点亮],magenta_candle_three_candles_lit,紫紅色蠟燭 (洋紅色蠟燭) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,品红色蜡烛 [two_candles],magenta_candle_two_candles,紫紅色蠟燭 (洋紅色蠟燭) [two_candles],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤💡,品红色蜡烛 [点亮],magenta_candle_two_candles_lit,紫紅色蠟燭 (洋紅色蠟燭) [點亮],,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,品红色地毯,magenta_carpet,紫紅色地氈 (洋紅色地毯),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,品红色混凝土,magenta_concrete,紫紅色混凝土 (洋紅色混凝土),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,品红色混凝土粉末,magenta_concrete_powder,紫紅色混凝土粉末 (洋紅色混凝土粉末),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,品红色带釉陶瓦,magenta_glazed_terracotta,紫紅色釉陶 (洋紅色釉陶),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤🟨,品红色潜影盒,magenta_shulker_box,紫紅色界伏盒 (洋紅色界伏盒),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,👤,品红色染色玻璃,magenta_stained_glass,紫紅色染色玻璃 (洋紅色玻璃),,,,,,,
